algorithm,scenario,run,coverage,active_drones,total_drones,original_drones,execution_time,energy_efficiency,target_achieved,timestamp,max_iterations,iterations_used,early_stop_target,convergence_threshold,stagnation_limit,converged,early_stopped,coverage_plot_path
staged_gwo,medium_area_standard,2,72.16,14,14,15,1.5648720264434814,0.0,False,2025-09-08T20:00:45.681702,500,247,95,0.4,50,True,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_gwo_medium_area_standard_run2_coverage.png
staged_gwo,large_area_many_drones,2,56.52,25,29,30,1.700495958328247,13.793103448275868,False,2025-09-08T20:00:48.622608,500,451,95,0.4,50,False,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_gwo_large_area_many_drones_run2_coverage.png
staged_gwo,challenging_small_radius,2,41.48,19,19,20,2.1986098289489746,0.0,False,2025-09-08T20:00:52.061422,500,132,95,0.4,50,True,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_gwo_challenging_small_radius_run2_coverage.png
staged_gwo,efficiency_test,2,87.4,9,11,12,1.4698429107666016,18.181818181818176,False,2025-09-08T20:00:55.027560,500,95,95,0.4,50,True,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_gwo_efficiency_test_run2_coverage.png
staged_gwo,parallel_processing_test,2,56.92,21,25,25,1.733713150024414,16.000000000000004,False,2025-09-08T20:00:58.042541,500,478,95,0.4,50,False,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_gwo_parallel_processing_test_run2_coverage.png
staged_mrfo,small_area_few_drones,2,66.60000000000001,5,5,5,1.5104236602783203,0.0,False,2025-09-08T20:01:01.822129,500,348,95,0.4,50,True,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_mrfo_small_area_few_drones_run2_coverage.png
staged_mrfo,medium_area_standard,2,54.400000000000006,13,15,15,1.5176892280578613,13.33333333333333,False,2025-09-08T20:01:04.416665,500,401,95,0.4,50,False,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_mrfo_medium_area_standard_run2_coverage.png
staged_mrfo,large_area_many_drones,2,69.12,30,30,30,2.706906795501709,0.0,False,2025-09-08T20:01:08.798371,500,91,95,0.4,50,True,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_mrfo_large_area_many_drones_run2_coverage.png
staged_mrfo,challenging_small_radius,2,47.52,20,20,20,1.7302019596099854,0.0,False,2025-09-08T20:01:11.689892,500,122,95,0.4,50,True,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_mrfo_challenging_small_radius_run2_coverage.png
staged_mrfo,efficiency_test,2,86.64,10,11,12,1.3775920867919922,9.090909090909093,False,2025-09-08T20:01:14.465019,500,65,95,0.4,50,True,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_mrfo_efficiency_test_run2_coverage.png
staged_mrfo,parallel_processing_test,2,62.63999999999999,20,25,25,1.1440436840057373,19.999999999999996,False,2025-09-08T20:01:17.269900,500,109,95,0.4,50,True,False,results/comprehensive_experiment_20250908_195332\coverage_plots\staged_mrfo_parallel_processing_test_run2_coverage.png
